"","ID","Reference","Data.source","Longitude","Latitude","Elevation","MAT","MAP","PET","Climate","Ecosystem.type","Methods","Site","MurA","GlcN","SOC","TN","TP","C.N","MBC","MBN","MBC.N","pH","Sand","Silt","Clay"
"927",927,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",47,435,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"928",928,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",47,393,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"929",929,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",42,392,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"930",930,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",54,294,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"931",931,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",51,260,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"932",932,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",39,187,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"933",933,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",57,364,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"934",934,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",16,43,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"935",935,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",20,114,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"936",936,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",19,91,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"937",937,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",22,99,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"938",938,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",24,118,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"939",939,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",18,79,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"940",940,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",22,93,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"941",941,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",21,81,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"942",942,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",22,101,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"943",943,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",18,84,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"944",944,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",17,90,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"945",945,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",18,106,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"946",946,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",20,122,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"947",947,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",18,64,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"948",948,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",21,86,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"949",949,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",19,77,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"950",950,123,"A2",17.39,59.49,8,5.2,635,746,"D","Cropland","GC","Ultu, Sweden",18,92,16,1.4,0.7,11.4,506.9,39.19,12.93,7.6,40.85,52,7.15
"951",951,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",79,664,27.2,1.5,0.5,18.13333333,197.59,75.88,2.6,3.9,80,13,7
"952",952,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",9,124,8.6,1.5,0.5,5.733333333,197.59,75.88,2.6,3.9,80,13,7
"953",953,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",7,91,4.9,1.5,0.5,3.266666667,197.59,75.88,2.6,3.9,80,13,7
"954",954,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",17,194,9,1.5,0.5,6,197.59,75.88,2.6,3.9,80,13,7
"955",955,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",13,91,2.5,1.5,0.5,1.666666667,197.59,75.88,2.6,3.9,80,13,7
"956",956,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",972,4303,27.2,1.5,0.5,18.13333333,197.59,75.88,2.6,3.9,80,13,7
"957",957,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",191,1045,8.6,1.5,0.5,5.733333333,197.59,75.88,2.6,3.9,80,13,7
"958",958,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",119,376,4.9,1.5,0.5,3.266666667,197.59,75.88,2.6,3.9,80,13,7
"959",959,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",107,453,9,1.5,0.5,6,197.59,75.88,2.6,3.9,80,13,7
"960",960,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",79,214,2.5,1.5,0.5,1.666666667,197.59,75.88,2.6,3.9,80,13,7
"961",961,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",62,2426,27.2,1.5,0.5,18.13333333,197.59,75.88,2.6,3.9,80,13,7
"962",962,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",6,271,8.6,1.5,0.5,5.733333333,197.59,75.88,2.6,3.9,80,13,7
"963",963,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",7,351,4.9,1.5,0.5,3.266666667,197.59,75.88,2.6,3.9,80,13,7
"964",964,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",29,851,9,1.5,0.5,6,197.59,75.88,2.6,3.9,80,13,7
"965",965,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",10,393,2.5,1.5,0.5,1.666666667,197.59,75.88,2.6,3.9,80,13,7
"966",966,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",94,2344,27.2,1.5,0.5,18.13333333,197.59,75.88,2.6,3.9,80,13,7
"967",967,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",10,291,8.6,1.5,0.5,5.733333333,197.59,75.88,2.6,3.9,80,13,7
"968",968,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",9,324,4.9,1.5,0.5,3.266666667,197.59,75.88,2.6,3.9,80,13,7
"969",969,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",38,1065,9,1.5,0.5,6,197.59,75.88,2.6,3.9,80,13,7
"970",970,124,"A2",10.27,49.52,390,10.8,570,858,"C","forest","GC","Ebrach, Germany",10,341,2.5,1.5,0.5,1.666666667,197.59,75.88,2.6,3.9,80,13,7
"971",971,125,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,NA,15,0.3,0.8,50,396.94,59.86,6.63,6.8,35,42,2
"972",972,125,"A2",11.41,49.53,490,8.3,587,836,"D","forest","GC","NE-Bavaria, Germany",NA,NA,10,0.1,0.8,100,396.94,59.86,6.63,6.8,35,42,2
"973",973,125,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,NA,112,8.4,0.7,13.33,324.66,63.02,5.15,6.6,31,13,23
"974",974,125,"A2",11.23,49.44,520,8.2,956,837,"D","forest","GC","NE-Bavaria, Germany",NA,NA,11,0.9,0.7,12.22,324.66,63.02,5.15,6.6,31,13,7
"975",975,126,"A2",133.31,47.35,54,1.9,600,900,"D","Grassland","GC","Sanjiang, Chi",131,1889,37.83,3.59,0.7,10.5,384.9,51.71,7.44,5.5,51,27,22
"976",976,126,"A2",133.31,47.35,54,1.9,600,900,"D","Cropland","GC","Sanjiang, Chi",97,1398,26.11,2.33,0.7,11.2,384.9,51.71,7.44,5.19,51,27,22
"977",977,126,"A2",133.31,47.35,54,1.9,600,900,"D","Cropland","GC","Sanjiang, Chi",92,1318,25.75,2.31,0.7,11.1,384.9,51.71,7.44,5.09,51,27,22
"978",978,126,"A2",133.31,47.35,54,1.9,600,900,"D","Cropland","GC","Sanjiang, Chi",83,1199,25.49,2.22,0.7,11.7,384.9,51.71,7.44,5.19,51,27,22
"979",979,126,"A2",133.31,47.35,54,1.9,600,900,"D","Cropland","GC","Sanjiang, Chi",118,1697,34.72,3.5,0.7,9.9,384.9,51.71,7.44,5.44,51,27,22
"980",980,126,"A2",133.31,47.35,54,1.9,600,900,"D","Cropland","GC","Sanjiang, Chi",134,1920,36.23,3.59,0.7,10.1,384.9,51.71,7.44,5.43,51,27,22
"981",981,127,"A2",101.19,37.36,3215,-1.2,489,743,"D","Grassland","GC","Haibei, Chi",319,3011,70.9,5.7,0.9,12.6,627,61.2,10.25,8.01,35.5,6.2,58.4
"982",982,127,"A2",101.19,37.36,3215,-1.2,489,743,"D","Grassland","GC","Haibei, Chi",201,491,17.6,1.7,0.9,10.4,135,12.7,10.63,8.01,6.5,21.7,71.8
"983",983,128,"A2",-88.18,46.13,422,18,578,895,"D","forest","GC","Ottawa tiol Forest, USA",97,610,31.03,2.31,0.5,13.46,513.26,63,8.15,6.1,20,68,8
"984",984,128,"A2",-88.18,46.13,422,18,578,895,"D","forest","GC","Ottawa tiol Forest, USA",63,557,27.96,1.89,0.5,14.7,513.26,63,8.15,6.1,20,68,8
"985",985,128,"A2",-88.18,46.13,422,18,578,895,"D","forest","GC","Ottawa tiol Forest, USA",40,498,29.14,1.75,0.5,16.71,513.26,63,8.15,6.1,20,68,8
"986",986,129,"A2",10.25,52.25,90,10.3,621,842,"D","forest","LC","Lower Saxony, Germany",210,2730,59.9,4.3,0.5,13.93,610,85.99,7.09,3.9,8,77,15
"987",987,129,"A2",10.25,52.25,90,10.3,621,842,"D","forest","LC","Lower Saxony, Germany",140,2640,58,2.4,0.5,24.17,520,85.99,6.05,3.9,55,39,6
"988",988,129,"A2",10.25,52.25,90,10.3,621,842,"D","Cropland","LC","Lower Saxony, Germany",140,1180,18.6,1.8,0.5,10.33,450,85.99,5.23,7,10,55,35
"989",989,129,"A2",10.25,52.25,90,10.3,621,842,"D","Cropland","LC","Lower Saxony, Germany",120,1190,15.1,1.4,0.5,10.79,360,85.99,4.19,7.3,10,56,34
"990",990,129,"A2",10.25,52.25,90,10.3,621,842,"D","Cropland","LC","Lower Saxony, Germany",110,1400,14,1.2,0.5,11.67,200,85.99,2.33,7.8,16,66,18
"991",991,129,"A2",10.25,52.25,90,10.3,621,842,"D","Cropland","LC","Lower Saxony, Germany",67,980,7.8,0.7,0.5,11.14,180,85.99,2.09,7.4,84,8,8
"992",992,130,"A2",127.9333333,45,216,4.1,556,1036,"D","Cropland","GC","Mid-temperate paddy soils, Chi",38,783,27.6,2.11,0.7,13.08,324.92,51.22,6.34,6.91,25.2,66.9,7.9
"993",993,130,"A2",117.57,34.86,68,14.9,694,1430,"D","Cropland","GC","Warm-temperate paddy soils, Chi",18,339,14.1,1.26,0.3,11.19,176.9,71.69,2.47,7.32,23.7,67.9,8.4
"994",994,130,"A2",113.85,27.62,101,18.3,1496,1217,"C","Cropland","GC","Subtropic paddy soils, Chi",57,711,27.3,2.89,0.3,9.45,201,88.63,2.27,5.27,23.9,69.4,6.7
"995",995,130,"A2",115,14,1011,24.2,1955,1485,"A","Cropland","GC","Tropic paddy soils, Chi",59,673,25.7,2.21,0.3,11.63,255.98,60.95,4.2,5.27,22.5,70.1,7.4
"996",996,131,"A2",117.36,26.19,315,19.1,1750,1342,"C","forest","GC","Sanming, Chi",98,1442,51.8,2.75,0.3,18.8,124.17,50.72,2.45,4.08,16.4,37.3,46.3
"997",997,131,"A2",117.36,26.19,315,19.1,1750,1342,"C","forest","GC","Sanming, Chi",58,898,30,1.91,0.3,15.6,124.17,50.72,2.45,4.44,15.2,34.9,50
"998",998,131,"A2",117.36,26.19,301,19.1,1750,1342,"C","forest","GC","Sanming, Chi",52,581,18.6,1.13,0.3,16.5,124.17,50.72,2.45,4.47,11.1,39,50
"999",999,131,"A2",117.36,26.19,303,19.1,1750,1342,"C","forest","GC","Sanming, Chi",61,712,20.9,1.29,0.3,16.2,124.17,50.72,2.45,4.52,12.3,37.5,50.3
"1000",1000,131,"A2",117.36,26.19,315,19.1,1750,1342,"C","forest","GC","Sanming, Chi",85,671,27,1.47,0.3,18.3,124.17,50.72,2.45,4.1,16.3,40.6,43.1
"1001",1001,131,"A2",117.36,26.19,315,19.1,1750,1342,"C","forest","GC","Sanming, Chi",42,298,12.7,1.06,0.3,12,124.17,50.72,2.45,4.28,17.5,36.6,45.8
"1002",1002,131,"A2",117.36,26.19,301,19.1,1750,1342,"C","forest","GC","Sanming, Chi",35,262,10.7,0.75,0.3,14.3,124.17,50.72,2.45,4.39,13.3,40.8,45.8
"1003",1003,131,"A2",117.36,26.19,303,19.1,1750,1342,"C","forest","GC","Sanming, Chi",44,309,11.7,0.86,0.3,13.7,124.17,50.72,2.45,4.35,16.6,41.1,42.4
"1004",1004,132,"A2",124.48,43.3,65,5.6,595,1195,"D","Cropland","GC","Gongzhuling, Jilin, Chi",45,710,17.4,1.65,0.9,10.55,212.67,80.03,2.66,6.3,23,50,27
"1005",1005,132,"A2",124.48,43.3,65,5.6,595,1195,"D","Cropland","GC","Gongzhuling, Jilin, Chi",45,712,17.4,1.65,0.9,10.55,212.67,80.03,2.66,6.3,23,50,27
"1006",1006,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",47,504,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1007",1007,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",52,552,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1008",1008,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",53,565,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1009",1009,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",55,578,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1010",1010,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",53,611,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1011",1011,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",55,594,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1012",1012,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",52,614,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1013",1013,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",54,637,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1014",1014,133,"A2",123.24,41.31,55,7.5,700,1213,"D","Cropland","GC","Shenyang, Chi",51,645,10.5,1.7,0.9,6.176470588,326.87,76.81,4.26,5.38,13,66.37,20.67
"1015",1015,134,"A2",128.17,42.26,600,2.6,708,887,"D","forest","GC","Changbai Mountains, Chi",50,372,89.2,7.47,1.2,11.9,243.31,47.02,5.17,5.86,32.2,56.7,11.1
"1016",1016,134,"A2",118.09,27.03,381,18.7,1664,1327,"C","forest","GC","Wanmulin, Chi",42,107,46.3,3.01,0.5,15.4,178.51,51.21,3.49,4.13,55.2,31.4,13.4
"1017",1017,134,"A2",112.27,34.49,441,12.2,528,1434,"C","Cropland","GC","Luoyang, Chi",5,9,19,1.35,0.7,14.4,180.36,67.22,2.68,8.24,41.7,48,10.3
"1018",1018,135,"A2",122.23,41.32,5,7.6,629,1321,"D","Cropland","GC","CAS Institute of Applied Ecology, Chi",72,461,6.67,1.22,0.6,5.47,134.54,88.2,1.53,6.5,54,27,19
"1019",1019,136,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",43,708,12.51,1.52,0.9,8.23,212.67,10.65,19.97,7,50,29,21
"1020",1020,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",100,942,24,2.4,1,10.1,206.31,78.77,2.62,5.4,28,35,37
"1021",1021,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",116,1002,23.5,2.3,1,10.1,206.31,78.77,2.62,5.4,28,35,37
"1022",1022,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",120,1066,23.8,2.4,1,10.1,206.31,78.77,2.62,5.4,28,35,37
"1023",1023,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",124,1097,24.5,2.4,1,10,206.31,78.77,2.62,5.4,28,35,37
"1024",1024,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",100,936,20.5,2,1,10.6,206.31,78.77,2.62,5.4,28,35,37
"1025",1025,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",110,953,22,2,1,10.8,206.31,78.77,2.62,5.4,28,35,37
"1026",1026,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",100,883,19.8,2.1,1,9.4,206.31,78.77,2.62,5.4,28,35,37
"1027",1027,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",120,987,24.1,2.4,1,9.9,206.31,78.77,2.62,5.4,28,35,37
"1028",1028,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",130,1097,23.8,2.4,1,9.9,206.31,78.77,2.62,5.4,28,35,37
"1029",1029,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",107,997,23.2,2.3,1,10.2,206.31,78.77,2.62,5.4,28,35,37
"1030",1030,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",117,993,22.2,2.1,1,10.5,206.31,78.77,2.62,5.4,28,35,37
"1031",1031,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",126,1167,28,2.7,1,10.4,206.31,78.77,2.62,5.4,28,35,37
"1032",1032,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",110,946,22.1,2.2,1,10.1,206.31,78.77,2.62,5.4,28,35,37
"1033",1033,137,"A2",-82.44,42.13,188,8.9,832,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",120,1044,22.7,2,1,11.2,206.31,78.77,2.62,5.4,28,35,37
"1034",1034,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",161,958,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1035",1035,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",142,1080,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1036",1036,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",203,1430,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1037",1037,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",133,1001,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1038",1038,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",133,918,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1039",1039,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",107,1020,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1040",1040,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",189,952,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1041",1041,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",139,1373,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1042",1042,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",256,1825,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1043",1043,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",152,1008,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1044",1044,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",124,1262,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1045",1045,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",137,1020,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1046",1046,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",98,1181,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1047",1047,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",269,2172,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1048",1048,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",134,1002,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1049",1049,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",90,1113,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1050",1050,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",279,2308,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1051",1051,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",169,971,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1052",1052,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",154,1014,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1053",1053,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",163,1113,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1054",1054,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",124,989,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1055",1055,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",131,958,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1056",1056,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",89,964,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1057",1057,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",105,865,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1058",1058,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",233,1150,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1059",1059,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",85,989,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1060",1060,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",99,890,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1061",1061,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",241,1255,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1062",1062,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",149,1039,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1063",1063,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",136,940,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1064",1064,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",109,1076,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1065",1065,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",113,952,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
