"","ID","Reference","Data.source","Longitude","Latitude","Elevation","MAT","MAP","PET","Climate","Ecosystem.type","Methods","Site","MurA","GlcN","SOC","TN","TP","C.N","MBC","MBN","MBC.N","pH","Sand","Silt","Clay"
"1066",1066,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",104,890,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1067",1067,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",85,896,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1068",1068,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",82,933,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1069",1069,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",204,1200,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1070",1070,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",89,927,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1071",1071,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",81,915,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1072",1072,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",224,1206,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1073",1073,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",131,885,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1074",1074,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",140,1373,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1075",1075,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",119,939,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1076",1076,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",124,1261,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1077",1077,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",109,943,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1078",1078,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",99,1181,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1079",1079,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",106,925,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1080",1080,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",91,1122,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1081",1081,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",134,858,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1082",1082,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",156,1006,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1083",1083,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",113,903,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1084",1084,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",132,961,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1085",1085,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",109,952,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1086",1086,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",104,858,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1087",1087,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",106,921,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1088",1088,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",99,890,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1089",1089,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",146,939,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1090",1090,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",137,934,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1091",1091,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",122,849,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1092",1092,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",107,890,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1093",1093,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",90,885,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1094",1094,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",84,925,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1095",1095,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",87,916,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1096",1096,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",81,907,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1097",1097,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",189,942,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1098",1098,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",101,891,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1099",1099,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",153,1004,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1100",1100,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",108,1052,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1101",1101,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",137,1010,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1102",1102,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",118,1082,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1103",1103,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",134,996,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1104",1104,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",118,1118,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1105",1105,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",168,963,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1106",1106,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",164,906,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1107",1107,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",124,978,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1108",1108,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",126,954,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1109",1109,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",89,951,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1110",1110,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",108,930,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1111",1111,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",86,984,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1112",1112,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",107,912,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1113",1113,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",149,1043,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1114",1114,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",137,942,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1115",1115,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",113,945,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1116",1116,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",141,933,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1117",1117,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",83,882,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1118",1118,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",142,909,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1119",1119,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",90,912,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1120",1120,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",151,939,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1121",1121,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",93,925,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1122",1122,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",256,1828,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1123",1123,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",144,1082,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1124",1124,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",269,2179,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1125",1125,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",154,1082,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1126",1126,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",279,2306,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1127",1127,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",148,1179,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1128",1128,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",161,1112,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1129",1129,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",160,1149,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1130",1130,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",232,1164,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1131",1131,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",168,1097,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1132",1132,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",243,1261,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1133",1133,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",172,1328,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1134",1134,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",109,1067,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1135",1135,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",178,1209,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1136",1136,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",204,1216,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1137",1137,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",182,1104,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1138",1138,137,"A2",-82.44,42.13,188,8.9,831,1080,"D","Cropland","GC","Hon. Eugene F. Whelan, Ontario, Cada",224,1201,23.16,0.1,1,231.6,206.31,78.77,2.62,5.4,28,35,37
"1139",1139,138,"A2",8.39,49.52,144,10.1,765,948,"C","forest","GC","Merck, Darmstadt, Germany",52,4606,443,12.8,0.5,34.61,466.14,52.4,8.9,6.4,44,25,29
"1140",1140,138,"A2",8.39,49.52,144,10.1,765,948,"C","forest","GC","Merck, Darmstadt, Germany",85,4228,444,14.3,0.5,31.05,466.14,52.4,8.9,6.4,44,25,29
"1141",1141,138,"A2",8.39,49.52,144,10.1,765,948,"C","forest","GC","Merck, Darmstadt, Germany",85,3655,437,14.7,0.5,29.73,466.14,52.4,8.9,6.4,44,25,29
"1142",1142,138,"A2",8.39,49.52,144,10.1,765,948,"C","forest","GC","Merck, Darmstadt, Germany",128,5242,437,17.2,0.5,25.41,466.14,52.4,8.9,6.4,44,25,29
"1143",1143,138,"A2",8.39,49.52,144,10.1,765,948,"C","forest","GC","Merck, Darmstadt, Germany",150,5987,439,20.3,0.5,21.63,466.14,52.4,8.9,6.4,44,25,29
"1144",1144,138,"A2",8.39,49.52,144,10.1,765,948,"C","forest","GC","Merck, Darmstadt, Germany",382,6116,423,21.4,0.5,19.77,466.14,52.4,8.9,6.4,44,25,29
"1145",1145,139,"A2",128.06,42.24,600,2.6,708,894,"D","forest","GC","Changbai Mountains, Chi",NA,346,58.67,5.61,1.2,10.46,243.31,47.02,5.17,4.08,31.94,43.7,24.36
"1146",1146,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",59,759,17.85,1.21,0.4,14.77,189.37,76.81,2.47,6,21.08,58.06,19.39
"1147",1147,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",50,808,15.9,1.29,0.4,12.35,506.17,76.81,6.59,6,21.08,58.06,19.39
"1148",1148,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",65,862,15.52,1.35,0.4,11.46,360.18,76.81,4.69,6,21.08,58.06,19.39
"1149",1149,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",69,1035,15.41,1.4,0.4,11.01,364.29,76.81,4.74,6,21.08,58.06,19.39
"1150",1150,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",68,956,14.73,1.41,0.4,10.47,312.91,76.81,4.07,6,21.08,58.06,19.39
"1151",1151,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",67,902,14.78,1.44,0.4,10.27,317.23,76.81,4.13,6,21.08,58.06,19.39
"1152",1152,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",77,858,14.69,1.53,0.4,9.58,368.1,76.81,4.79,6,21.08,58.06,19.39
"1153",1153,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",60,897,14.74,1.55,0.4,9.53,281.41,76.81,3.66,6,21.08,58.06,19.39
"1154",1154,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",65,838,14.5,1.55,0.4,9.38,387.85,76.81,5.05,6,21.08,58.06,19.39
"1155",1155,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",30,696,17.85,1.21,0.4,14.77,189.37,76.81,2.47,6,21.08,58.06,19.39
"1156",1156,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",42,601,15.9,1.29,0.4,12.35,506.17,76.81,6.59,6,21.08,58.06,19.39
"1157",1157,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",40,769,15.52,1.35,0.4,11.46,360.18,76.81,4.69,6,21.08,58.06,19.39
"1158",1158,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",56,765,15.41,1.4,0.4,11.01,364.29,76.81,4.74,6,21.08,58.06,19.39
"1159",1159,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",52,848,14.73,1.41,0.4,10.47,312.91,76.81,4.07,6,21.08,58.06,19.39
"1160",1160,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",59,834,14.78,1.44,0.4,10.27,317.23,76.81,4.13,6,21.08,58.06,19.39
"1161",1161,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",50,755,14.69,1.53,0.4,9.58,368.1,76.81,4.79,6,21.08,58.06,19.39
"1162",1162,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",48,765,14.74,1.55,0.4,9.53,281.41,76.81,3.66,6,21.08,58.06,19.39
"1163",1163,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",40,676,14.5,1.55,0.4,9.38,387.85,76.81,5.05,6,21.08,58.06,19.39
"1164",1164,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",112,1210,17.85,1.21,0.4,14.77,189.37,76.81,2.47,6,21.08,58.06,19.39
"1165",1165,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",114,1693,15.9,1.29,0.4,12.35,506.17,76.81,6.59,6,21.08,58.06,19.39
"1166",1166,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",129,1861,15.52,1.35,0.4,11.46,360.18,76.81,4.69,6,21.08,58.06,19.39
"1167",1167,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",142,1822,15.41,1.4,0.4,11.01,364.29,76.81,4.74,6,21.08,58.06,19.39
"1168",1168,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",129,1925,14.73,1.41,0.4,10.47,312.91,76.81,4.07,6,21.08,58.06,19.39
"1169",1169,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",139,1985,14.78,1.44,0.4,10.27,317.23,76.81,4.13,6,21.08,58.06,19.39
"1170",1170,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",140,1847,14.69,1.53,0.4,9.58,368.1,76.81,4.79,6,21.08,58.06,19.39
"1171",1171,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",156,1738,14.74,1.55,0.4,9.53,281.41,76.81,3.66,6,21.08,58.06,19.39
"1172",1172,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",154,1709,14.5,1.55,0.4,9.38,387.85,76.81,5.05,6,21.08,58.06,19.39
"1173",1173,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",73,1020,17.85,1.21,0.4,14.77,189.37,76.81,2.47,6,21.08,58.06,19.39
"1174",1174,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",73,1202,15.9,1.29,0.4,12.35,506.17,76.81,6.59,6,21.08,58.06,19.39
"1175",1175,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",79,1192,15.52,1.35,0.4,11.46,360.18,76.81,4.69,6,21.08,58.06,19.39
"1176",1176,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",85,1361,15.41,1.4,0.4,11.01,364.29,76.81,4.74,6,21.08,58.06,19.39
"1177",1177,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",82,1329,14.73,1.41,0.4,10.47,312.91,76.81,4.07,6,21.08,58.06,19.39
"1178",1178,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",90,1311,14.78,1.44,0.4,10.27,317.23,76.81,4.13,6,21.08,58.06,19.39
"1179",1179,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",90,1183,14.69,1.53,0.4,9.58,368.1,76.81,4.79,6,21.08,58.06,19.39
"1180",1180,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",86,1192,14.74,1.55,0.4,9.53,281.41,76.81,3.66,6,21.08,58.06,19.39
"1181",1181,140,"A2",123.26,41.46,229,7.6,629,1201,"D","Cropland","GC","Shenyang Agricultural University, Chi",84,1202,14.5,1.55,0.4,9.38,387.85,76.81,5.05,6,21.08,58.06,19.39
"1182",1182,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",74,714,25.25,1.65,0.9,15.26,212.67,80.03,2.66,6.3,26.03,49.81,23.28
"1183",1183,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",78,759,23.76,1.87,0.9,12.73,585.11,80.03,7.31,6.3,26.03,49.81,23.28
"1184",1184,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",82,750,22.13,1.77,0.9,12.49,379.32,80.03,4.74,6.3,26.03,49.81,23.28
"1185",1185,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",101,819,20.87,1.82,0.9,11.46,316.6,80.03,3.96,6.3,26.03,49.81,23.28
"1186",1186,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",89,894,20.64,1.93,0.9,10.67,253.91,80.03,3.17,6.3,26.03,49.81,23.28
"1187",1187,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",85,831,19.46,1.87,0.9,10.43,252.38,80.03,3.15,6.3,26.03,49.81,23.28
"1188",1188,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",77,723,20.42,2.02,0.9,10.09,302.95,80.03,3.79,6.3,26.03,49.81,23.28
"1189",1189,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",83,768,19.53,1.97,0.9,9.91,264.51,80.03,3.31,6.3,26.03,49.81,23.28
"1190",1190,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",74,749,19.01,1.97,0.9,9.67,300.15,80.03,3.75,6.3,26.03,49.81,23.28
"1191",1191,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",66,384,25.25,1.65,0.9,15.26,212.67,80.03,2.66,6.3,26.03,49.81,23.28
"1192",1192,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",55,636,23.76,1.87,0.9,12.73,585.11,80.03,7.31,6.3,26.03,49.81,23.28
"1193",1193,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",69,681,22.13,1.77,0.9,12.49,379.32,80.03,4.74,6.3,26.03,49.81,23.28
"1194",1194,140,"A2",124.4,43.36,65,5.6,595,1203,"D","Cropland","GC","Gongzhuling, Jilin, Chi",67,740,20.87,1.82,0.9,11.46,316.6,80.03,3.96,6.3,26.03,49.81,23.28
